server01,eu-west-1,1718871685258,7
server01,eu-central-1,1718871693649,2
server04,eu-central-1,1718871709689,5
server01,eu-west-1,1718871733758,4
server03,eu-central-1,1718871910255,0
server01,eu-west-1,1718871918276,6
server02,eu-central-1,1718871926296,2
server01,us-west-2,1718871958394,4
server04,us-east-1,1718872014534,1
server04,us-west-2,1718872022554,9
server04,eu-central-1,1718872070681,3
server02,us-east-1,1718872182972,6
server03,us-east-1,1718872263180,9
server04,us-east-1,1718872271201,3
server01,eu-central-1,1718872351409,7
server04,us-east-1,1718872439628,3
server01,us-west-2,1718872535871,6
server03,eu-west-1,1718872576011,9
server04,eu-west-1,1718872584027,2
server02,us-west-2,1718872592045,2
server04,us-east-1,1718872600068,0
server03,us-east-1,1718872648186,9
server03,eu-west-1,1718872656212,8
server04,us-east-1,1718872696315,9
server02,us-west-2,1718872720374,0
server04,eu-central-1,1718872752453,5
server02,eu-west-1,1718872776531,2
server02,eu-central-1,1718872808613,2
server01,us-west-2,1718872864750,2
server01,us-west-2,1718872888812,9
server03,us-east-1,1718872944960,5
server04,us-west-2,1718872961000,8
server04,eu-central-1,1718873049228,5
server04,eu-west-1,1718873057248,9
server02,eu-central-1,1718873129428,1
server01,eu-central-1,1718873169527,3
server01,us-west-2,1718873185567,4
server04,us-east-1,1718873233686,9
server03,eu-central-1,1718873257748,2
server01,us-west-2,1718873265765,6
server02,us-east-1,1718873273786,3
server04,eu-central-1,1718873321907,2
server03,us-west-2,1718873329925,0
server03,eu-west-1,1718873370039,0
server02,eu-west-1,1718873466283,4
server03,us-east-1,1718873530444,3
server04,us-east-1,1718873578571,8
server02,eu-west-1,1718873594609,3
server03,eu-west-1,1718873626691,9
server03,eu-west-1,1718873642735,3
server02,us-west-2,1718873743987,4
server04,eu-central-1,1718873768047,4
server03,us-east-1,1718873816167,9
server02,us-west-2,1718873840236,6
server02,us-east-1,1718873848256,7
server04,us-west-2,1718873888355,6
server04,eu-west-1,1718874072821,3
server02,us-west-2,1718874080848,1
server03,us-west-2,1718874128985,9
server03,eu-central-1,1718874145031,1
server01,eu-west-1,1718874201200,1
server01,eu-west-1,1718874289449,4
server03,us-east-1,1718874345589,5
server02,eu-central-1,1718874353610,1
server02,eu-central-1,1718874361628,0
server02,eu-west-1,1718874433805,7
server03,eu-west-1,1718874457868,5
server02,us-west-2,1718874465887,0
server02,eu-west-1,1718874481927,7
server04,us-west-2,1718874505986,3
server02,us-west-2,1718874546084,5
server02,us-west-2,1718874618263,1
server02,eu-central-1,1718874642323,8
server02,eu-central-1,1718874666384,2
server02,us-east-1,1718875296023,5
server03,us-west-2,1718875336125,0
server01,eu-central-1,1718875384254,2
server04,eu-west-1,1718875643323,0
server04,eu-central-1,1718875667393,5
server02,us-east-1,1718875699473,0
server02,us-east-1,1718875715511,9
server02,eu-west-1,1718875755611,6
server04,us-west-2,1718875763641,0
server02,us-west-2,1718875928447,5
server03,eu-central-1,1718876104950,5
server04,eu-central-1,1718876120989,2
server04,us-west-2,1718876169109,4
server02,us-west-2,1718876193172,3
server04,us-east-1,1718876255743,9
server02,eu-west-1,1718876295853,0
server02,eu-central-1,1718876311892,5
server03,us-east-1,1718876327931,5
server01,eu-central-1,1718876385856,3
server02,us-west-2,1718876458057,1
server01,us-east-1,1718876466079,8
server01,eu-central-1,1718876474097,4
server02,eu-west-1,1718876498156,8
server04,eu-west-1,1718876530235,3
server03,eu-central-1,1718876538257,9
server01,eu-west-1,1718876562316,9
server04,us-east-1,1718876578355,1
server04,eu-central-1,1718876706704,9
server02,us-west-2,1718876730761,3
server02,eu-west-1,1718876746802,5
server04,eu-central-1,1718876794932,9
server02,eu-west-1,1718876835034,7
server03,us-east-1,1718876891178,8
server03,eu-west-1,1718876907219,3
server02,eu-west-1,1718876915240,3
server04,us-west-2,1718877003457,4
server02,eu-central-1,1718877011477,6
server01,us-east-1,1718877027518,7
server03,eu-central-1,1718877051576,0
server03,eu-west-1,1718877067618,3
server02,us-west-2,1718877115740,8
server02,us-west-2,1718877123758,6
server01,eu-west-1,1718877131777,7
server02,eu-central-1,1718877163856,6
server02,eu-west-1,1718877187938,7
server02,eu-west-1,1718877340333,2
server01,us-east-1,1718877412512,4
server01,eu-central-1,1718877444592,9
server03,eu-west-1,1718877605010,0
server01,eu-central-1,1718877645109,8
server02,us-west-2,1718877701251,4
server02,us-east-1,1718877757398,1
server03,us-west-2,1718877877728,1
server03,us-west-2,1718878696441,2
server01,eu-west-1,1718878720502,8
server02,eu-central-1,1718878728522,7
server04,us-west-2,1718878872420,8
server02,eu-west-1,1718878896495,5
server01,us-west-2,1718878920551,6
server04,us-east-1,1718879767551,4
server03,eu-central-1,1718879775581,2
server02,us-east-1,1718879799642,1
server02,us-east-1,1718879807661,2
server04,eu-west-1,1718879815683,4
server03,eu-west-1,1718880241458,8
server01,us-west-2,1718880305618,1
server01,eu-central-1,1718880321659,2
server02,us-west-2,1718880337698,7
server02,eu-central-1,1718880915703,8
server04,us-west-2,1718880923726,5
server01,eu-west-1,1718880931742,6
server02,us-east-1,1718881003922,4
server03,eu-west-1,1718881068084,7
server03,eu-west-1,1718881100768,6
server01,eu-central-1,1718881132876,6
server04,eu-central-1,1718881325376,4
server04,eu-central-1,1718881373508,9
server03,us-west-2,1718881397569,1
server01,eu-west-1,1718881405589,1
server03,eu-west-1,1718881445689,9
server04,eu-west-1,1718881477772,6
server04,us-east-1,1718881565988,3
server04,us-east-1,1718881606091,5
server01,eu-west-1,1718881654213,1
server02,us-west-2,1718881694312,4
server03,us-west-2,1718881702333,2
server02,us-east-1,1718881790551,1
server04,eu-west-1,1718881814613,9
server01,eu-west-1,1718881894813,8
server01,eu-central-1,1718881902834,2
server04,eu-west-1,1718881918872,7
server03,us-west-2,1718881926894,5
server02,us-west-2,1718881942933,4
server01,us-west-2,1718881983034,5
server02,eu-central-1,1718881999075,5
server03,eu-central-1,1718882023135,3
server04,eu-west-1,1718882031155,2
server03,eu-west-1,1718882087293,8
server03,eu-central-1,1718882095315,0
server02,eu-west-1,1718882367998,0
server04,us-west-2,1718882376018,5
server01,us-west-2,1718882416118,6
server04,us-west-2,1718882424137,0
